Item_ID	Sentence	Pre	ParentString	WordAfterAll	ParentNode	GrammFunction	Objects	Head	RevisedPartitive	RevisedHead	BadNP	JFQ_Head	CndP_Head	Information_Head_3gram	Length_Head_3gram	FQ_Head	P_Head	NPNiteID	Partitive	CorrectedHead
33382:87	the meatballs you just um after you form them fry them in a pan until they're uh browned on all all sides	all	on all all sides		PP-LOC	NP	NP-OTHER	sides				1	0.0625	16.28696319	1	16	1.33e-05	sw2429_s188_531	no	sides
33386:17	and then drain off all the grease	off	drain off all the grease	the	VP	NP	NP-OTHER	grease				1	1	20.19385498	1	1	8.34e-07	sw2429_s190_505	the	grease
33450:35	right now i'm taking a class on ettiquesy and all the little bitty things that i didn't even know --n407d84	and	ettiquesy and all the little bitty things that i didn't even know --n407d84	the	NP	NP	NP-OTHER	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw2429_s225_508	the	things
33496:44	"that's what the nurses kept --n4002e3 saying --n4002ee as they laughed all the way, you know, down the hallway."	laughed	"laughed all the way, you know, down the hallway"	the	VP	NP-ADV		way				40	0.036199095	10.08532932	1	1105	0.000921311	sw2433_s8_517	the	way
33739:4	all that pounding all the time.			that		NP	NP-OTHER	pounding				1	0.5	20.19385378	1	2	1.67e-06	sw2433_s167_501	the	pounding
33739:11	all that pounding all the time.	pounding	all that pounding all the time.	the	FRAG	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2433_s167_502	the	time
33797:31	it curbs the appetite and helps with the calories and all that stuff.	and	curbs the appetite and helps with the calories and all that stuff	that	VP	NP-ETC		stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw2433_s207_508	the	stuff
33809:13	and i need all the help i can get --n405e22.	need	need all the help i can get --n405e22	the	VP	NP	NP-OBJ	help				2	0.009345794	12.45914416	1	214	0.000178426	sw2433_s213_503	the	help
33918:46	"and as we were doing it, too, everybody noticed that there were all these big guys of assorted nationalities."	were	were all these big guys of assorted nationalities	these	VP	NP-PRD	NP-OBJ	guys				6	0.042253521	13.05430243	1	142	0.000118395	sw2433_s284_514	the	guys
34079:72	"i, i, at times i think they ought --n4026ff to have a waiting period on all firearms."	on	on all firearms	firearms	PP	NP	NP-OTHER	firearms				1	0.5	20.19385378	1	2	1.67e-06	sw2434_s56_525	no	firearms
34166:40	"uh, but, you know, they used speed and accuracy and all that."	and	speed and accuracy and all that	that	NP	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw2434_s115_508	the	that
34351:16	and it took us all of twelve hours.	us	took us all of twelve hours	of	VP	NP	NP-IOBJ	hours				2	0.015384615	13.18262653	1	130	0.00010839	sw2434_s231_504	yes	hours
34450:36	"i mean, i, i like all ranges of movies,"	like	like all ranges of movies	ranges	VP	NP	NP-OBJ	ranges				1	0.333333333	19.19385378	1	3	2.5e-06	sw2435_s38_512	no	ranges
34499:16	"she goes to almost all movies --n401de7 with us except, you know, r rated."	almost	almost all movies	movies	NP	NP	NP-OTHER	movies				11	0.070063694	12.90845156	1	157	0.000130901	sw2435_s71_504	no	movies
34800:69	"normally i'm one of these people that --n4076e8 i don't like one, one movie taking all the honors."	taking	taking all the honors	the	VP	NP	NP-OBJ	honors				1	0.5	20.19385378	1	2	1.67e-06	sw2435_s254_524	the	honors
34819:43	she was the only indian --n407c4f to have her hair done at all times.	at	at all times	times	PP-TMP	NP	NP-OTHER	times				6	0.01744186	11.77178902	1	344	0.000286815	sw2435_s267_515	no	times
34823:21	it was just too perfect at all times.	at	at all times	times	PP-TMP	NP	NP-OTHER	times				6	0.01744186	11.77178902	1	344	0.000286815	sw2435_s269_506	no	times
35777:13	and you laughed all the way to the bank.	laughed	laughed all the way to the bank	the	VP	NP-ADV	NP-OBJ	way				40	0.036199095	10.08532932	1	1105	0.000921311	sw2439_s237_503	the	way
35845:74	"i've, i've always felt for a long time that i, i think that all young kids ought --n4002c2 to do a stint, uh, primarily in the military."	that	"that all young kids ought --n4002c2 to do a stint, uh, primarily in the military"	young	SBAR	NP-SBJ-N4002C2		kids				16	0.020356234	10.57730494	1	786	0.00065534	sw2441_s5_525	no	kids
35954:88	"i mean, i've always felt that people on welfare should be required --n401daa to spend at least part of their time, not all the time because that takes away from their opportunity to look for a job, but at least some of their time to look for, --n401e59 to go out and clean up the roads. you know,"	not	"not all the time because that takes away from their opportunity to look for a job, but at least some of their time"	the	NP	NP	NP-OTHER	time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2441_s69_523	the	time
35962:18	"all these, all this money that we're throwing --n40220e away --n402219 to pay people to go out and do things when we're paying all these welfare recipients --n402264,"	these	"all these, all this money that we're throwing --n40220e away --n402219 to pay people to go out and do things when we're paying all these welfare recipients --n402264,"	this	NP	NP	NP-OTHER	money				27	0.04313099	10.9061414	1	626	0.000521937	sw2441_s73_500	the	money
35962:94	"all these, all this money that we're throwing --n40220e away --n402219 to pay people to go out and do things when we're paying all these welfare recipients --n402264,"	paying	paying all these welfare recipients --n402264	these	VP	NP	NP-OBJ	recipients				1	0.5	20.19385378	1	2	1.67e-06	sw2441_s73_533	the	recipients
35995:28	"and he, he had all kinds of horror stories."	had	had all kinds of horror stories	kinds	VP	NP	NP-OBJ	kinds	hyper	stories		59	0.453846154	13.18262653	1	130	0.00010839	sw2441_s94_508	no	stories
36001:11	"they get all this stuff together and sit down and have poker games you know,"	get	get all this stuff together	this	VP	NP	NP-OBJ	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw2441_s98_504	the	stuff
36007:145	"what i hear --n403069 one time, i think it was on paul harvey's, uh, radio segment, that he said that if the money that --n4030d8 goes into welfare each year was --n4030f7 to be given --n40310a directly to the people without all the middle people in the government bureaucracy, each person would receive like forty-five thousand dollars --n403169."	without	without all the middle people in the government bureaucracy	the	PP	NP	NP-OTHER	people				36	0.015880018	9.047921636	1	2267	0.001890146	sw2441_s101_548	the	people
36513:42	"maybe it, maybe it speeded up the process and all that."	and	speeded up the process and all that	that	VP	NP-ETC		that				106	0.004737218	5.74425372	1	22376	0.018656337	sw2442_s114_513	the	that
36551:33	"it's kind of fun because with the first pregnancy all the other ladies except one were on their first pregnancy,"	pregnancy	with the first pregnancy all the other ladies except one were on their first pregnancy	the	S	NP-SBJ	NP-OTHER	ladies				1	0.125	17.38649886	1	8	6.67e-06	sw2442_s141_509	the	ladies
37057:131	"i think it's, i think it's a lot of, uh, oh, how do you put it --n403cf4., bureaucracy and, and, uh, one thing, and then all the corruption."	then	"bureaucracy and, and, uh, one thing, and then all the corruption"	the	NP	NP	NP-OTHER	corruption				2	0.333333333	17.87192569	1	6	5e-06	sw2451_s67_531	the	corruption
37088:49	"and uh, i think that was a big stepping stone for them to initiate all their righteous ways of changing things, too."	initiate	"initiate all their righteous ways of changing things, too"	their	VP	NP	NP-OBJ	ways				3	0.03030303	13.57914394	1	99	8.25e-05	sw2451_s87_514	the	ways
37167:86	"and uh, i guess the most significant probably is that so many are working now, and trying --n40059a to juggle job and home and family and all sorts of other possibilities, you know,"	and	job and home and family and all sorts of other possibilities	sorts	NP	NP	NP-OTHER	sorts	hyper	possibilities		19	0.527777778	15.06457076	1	36	3e-05	sw2455_s10_523	no	possibilities
37171:51	"they may be going to school, or may have elderly parents, or you know all sorts of other things."	know	"may be going to school, or may have elderly parents, or you know all sorts of other things"	sorts	VP	NP-ETC	NP-OBJ	sorts	hyper	things		19	0.527777778	15.06457076	1	36	3e-05	sw2455_s12_515	no	things
37225:51	you're almost looked down upon --n401809 if you don't try --n401824 to do all of these things	do	do all of these things	of	VP	NP	NP-OBJ	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw2455_s44_517	yes	things
37325:52	or are we going --n403b07 to keep --n403b16 having --n403b21 to try --n403b30 to juggle all of this.	juggle	juggle all of this	of	VP	NP	NP-OBJ	this				25	0.009412651	8.819357636	1	2656	0.002214481	sw2455_s104_518	yes	this
37353:90	"uh, and even those who --n40485a may not do it seem --n404875 to be spending more time with their kids and really trying harder at --n4048b0 making all of the, the family things work."	making	"making all of the, the family things work"	of	VP	NP-SBJ	NP-OBJ	the		things		5	0.000201686	5.596383131	1	24791	0.020669881	sw2455_s122_530	yes	things
37524:13	and that's all the game is --n4041c6.	's	's all the game is --n4041c6		VP	NP-PRD	NP-OTHER	game				1	0.007633588	13.17148597	1	131	0.000109223	sw2460_s87_503	no	game
37610:67	"in other words, if, if in spring cra-, training they were looking at all their kids, like a lot of them do, um, then it really doesn't give you any indication."	at	at all their kids	their	PP	NP	NP-OTHER	kids				16	0.020356234	10.57730494	1	786	0.00065534	sw2460_s148_520	the	kids
37612:111	"so, you know, it's, it's not a great indication because there have been teams that --n406e18 have just, you know, come out and just won all kinds of games in spring crani-, training and then gone on a, you know, fourteen game losing streak in the first of the season"	won	"won all kinds of games in spring crani-, training"	kinds	VP	NP	NP-OBJ	kinds	hyper	games		59	0.453846154	13.18262653	1	130	0.00010839	sw2460_s150_537	no	games
37942:27	"but, uh, you know, with all the peer pressure that --n40563d's going on, with all the negative things, it is, uh, it's a tough environment to be growing up in --n4056b0."	with	with all the peer pressure that --n40563d's going on	the	PP	NP	NP-OTHER	pressure				2	0.052631579	14.98440042	1	38	3.17e-05	sw2461_s130_507	the	pressure
37942:58	"but, uh, you know, with all the peer pressure that --n40563d's going on, with all the negative things, it is, uh, it's a tough environment to be growing up in --n4056b0."	with	with all the negative things	the	PP	NP	NP-OTHER	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw2461_s130_517	the	things
38356:40	"do you get, do you work at home all the time or just,"	home	work at home all the time or just	the	VP	"NP-TMP,UNF"	NP-OTHER	time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2465_s214_512	the	time
38390:86	"you know, it's not something that --n406684's continual because, you know, the television ratings don't come out, you know, all the time."	know	"come out, you know, all the time"	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2465_s235_529	the	time
38397:62	"i tell you if i could bring a computer home and do stuff here, i'd get all kinds of stuff done --n40692a."	get	get all kinds of stuff done --n40692a	kinds	VP	NP-SBJ-N40692A	NP-OBJ	kinds	hyper	stuff		59	0.453846154	13.18262653	1	130	0.00010839	sw2465_s241_521	no	stuff
38421:42	"you know, i've just got --n406fea to deal, with all those other things that --n407015 happen"	with	with all those other things that --n407015 happen	those	PP	NP	NP-OTHER	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw2465_s255_514	the	things
38537:16	"oh, i read all kinds of things for, um, helping people survive a divorce."	read	"read all kinds of things for, um, helping people survive a divorce"	kinds	VP	NP	NP-OBJ	kinds				59	0.453846154	13.18262653	1	130	0.00010839	sw2466_s25_504	no	kinds
38562:71	"well, um probably the best one that i, i know of --n4010b0 and i work with --n4010c7 all the time is called --n4010e2 search for significance by robert mcgee"		work with --n4010c7 all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2466_s39_524	the	time
38748:90	"at, at rossa they tend --n40550a to come out with a new book every couple of weeks just --n405541 to help us deal with all the things that we have --n405574 to deal with --n405587."	with	with all the things that we have --n405574 to deal with --n405587	the	PP	NP	NP-OTHER	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw2466_s163_530	the	things
38955:13	you must pay all attention to what you're doing --n4025ef.	pay	pay all attention to what you're doing --n4025ef	attention	VP	NP	NP-OBJ	attention				1	0.016393443	14.28696319	1	61	5.09e-05	sw2469_s77_504	no	attention
39208:26	cats can deal with --n4078eb being inside all the time just fine.	inside	being inside all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2469_s248_509	the	time
39661:30	"and, it's got beaut-, all these beautiful pictures, in there that --n405cde are inspiring."	beaut-	"got beaut-, all these beautiful pictures, in there that --n405cde are inspiring"	these	VP	NP	NP-OTHER	pictures				3	0.136363636	15.80153636	1	22	1.83e-05	sw2472_s229_508	the	pictures
39913:36	"i watched every, uh, i watched all three games of that."	watched	watched all three games of that		VP		NP-OBJ	games				5	0.086206897	14.36096377	1	58	4.84e-05		no	games
39917:27	"and, uh, i was very pleased with all three games, because kansas, uh, you know,"	with	with all three games	three	PP	NP	NP-OTHER	games				5	0.086206897	14.36096377	1	58	4.84e-05	sw2477_s57_506	no	games
39969:12	they shut all that down and made them play half court it seemed --n4029a0	shut	shut all that down	that	VP	NP	NP-OBJ	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw2477_s92_505	the	that
40085:69	"so does --n404ca9 detroit, i mean, so does --n404ccc chicago. so do-, all three of them do, with larry bird back, uh,"	do-	"so does --n404ca9 detroit, i mean, so does --n404ccc chicago. so do-, all three of them do, with larry bird back, uh,"	three	S	NP-SBJ	NP-OTHER	three				10	0.014925373	10.80799138	1	670	0.000558623	sw2477_s164_526	no	three
40089:55	"you can never count the celtics out when larry bird's, starting --n404ed8 to click on all cylinders --n404ef3."	on	on all cylinders	cylinders	PP	NP	NP-OTHER	cylinders				1	0.5	20.19385378	1	2	1.67e-06	sw2477_s166_518	no	cylinders
40387:34	"you got --n401298 to when you hear about all the horrible things that --n4012cb happen in day care centers --n4012e6,"	about	about all the horrible things that --n4012cb happen in day care centers --n4012e6	the	PP	NP	NP-OTHER	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw2479_s57_513	the	things
40537:29	"we tried, we had all different things,"		had all different things	different	VP		NP-OTHER	things				56	0.03196347	9.419890413	1	1752	0.001460757		no	things
40620:6	"and all these people are registered --n40544a with their association and, you know, go like"	and	"and all these people are registered --n40544a with their association and, you know, go like"	these	S	NP-SBJ-N40544A		people				36	0.015880018	9.047921636	1	2267	0.001890146	sw2479_s200_501	the	people
40676:36	"and then there would be a whole ton of other kids, all in the same room, you know,"	kids	"a whole ton of other kids, all in the same room"	in	NP-PRD			room				3	0.018518519	12.8629369	1	162	0.00013507		no	room
40891:7	"and all of his teachers were, very good."	and	"and all of his teachers were, very good."	of	S	NP-SBJ	NP-OTHER	teachers				2	0.019047619	13.49341406	1	105	8.75e-05	sw2479_s356_501	yes	teachers
41158:53	"they just came down and like say, okay, this aunt and uncle kip, uh, all their kids and their grand kids and everything,"	uh	"this aunt and uncle kip, uh, all their kids and their grand kids and everything"	their	NP-SBJ	NP-SBJ	NP-OTHER	kids				16	0.020356234	10.57730494	1	786	0.00065534	sw2485_s103_510	the	kids
41204:27	"like, say about the same distance for all of you all to come."	for	for all of you all to come	of	SBAR	NP-SBJ	NP-OTHER	you				38	0.001699235	5.745092177	1	22363	0.018645498	sw2485_s131_507	yes	you
41374:97	"what they did --n4068b7 was, well, see what they did --n4068e2 was, okay, they, uh, they wrote to all the initial people, you know, the, the oldest ones."	to	"to all the initial people, you know, the, the oldest ones"	the	PP	NP	NP-OTHER	people				36	0.015880018	9.047921636	1	2267	0.001890146	sw2485_s223_533	the	people
41388:95	"i think there was four or five different people, that --n406c71 would call, you know, some of them, if they didn't have their addresses and all on them,"	and	their addresses and all	on	NP	NP	NP-OTHER	them				22	0.008261359	8.815558926	1	2663	0.002220318	sw2485_s230_529	no	them
41558:14	"they still tell all kinds of stories about their parents and their cousins and their best friends, cause they all grew up in new york city,"	tell	"tell all kinds of stories about their parents and their cousins and their best friends, cause they all grew up in new york city"	kinds	VP	NP	NP-OBJ	kinds	hyper	stories		59	0.453846154	13.18262653	1	130	0.00010839	sw2485_s325_504	no	stories
41744:101	"and so, i think, uh, uh, of course, now i go the other extreme, i do not like --n403c1e to see, in the corporate areas, uh, all the women dressed --n403c5d like men, with the suits and, uh, white shirts and ties and what have --n403ca8 you so that they all look exactly the same."	uh	"see, in the corporate areas, uh, all the women dressed --n403c5d like men, with the suits and, uh, white shirts and ties and what have --n403ca8 you so that they all look exactly the same"	the	VP	NP-SBJ-N403C5D		women				3	0.014423077	12.50036682	1	208	0.000173423	sw2486_s100_527	the	women
41774:39	"and you can go the opposite direction and, uh, over do all the frills and laces and flounces and what have you --n4047a3, which --n4047b2 don't belong in the, in, at least in my opinion, in the work place,"	do	"over do all the frills and laces and flounces and what have you --n4047a3, which --n4047b2 don't belong in the, in, at least in my opinion, in the work place"	the	VP	NP	NP-OBJ	flounces				1	1	20.19385498	1	1	8.34e-07	sw2486_s118_509	the	flounces
42006:62	"it's going --n40211f to take, uh, it's going --n402146 to take all of us getting together,"		take all of us getting together	of	VP	NP-SBJ	NP-OTHER	us				15	0.031446541	11.29903602	1	477	0.000397706	sw2488_s63_522	yes	us
42012:25	"it's going --n4023de to take all of us, you know getting together and just saying, we are not going --n40242d to take it any more."	take	"take all of us, you know getting together and just saying, we are not going --n40242d to take it any more"	of	VP	NP-SBJ	NP-OBJ	us				15	0.031446541	11.29903602	1	477	0.000397706	sw2488_s67_509	yes	us
42149:22	"some of these plea bargains and all this kind of stuff that they do --n405104, it's just, it just gets out of hand,"	and	some of these plea bargains and all this kind of stuff that they do --n405104	this	NP-TPC	NP-TPC	NP-OTHER	kind	hyper	stuff		36	0.016720855	9.122391419	1	2153	0.001795097	sw2488_s158_501	the	stuff
42284:10	this happens all the time.	happens	happens all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2488_s237_503	the	time
42293:52	"and, uh. and she was like oh god, he does this all the time, you know, where are you --n407ca8. you know, --n407cbf screaming, j d"	this	does this all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2488_s244_515	the	time
42407:38	"and, so he comes in and tell us all these bizarre cases, you know"	us	"tell us all these bizarre cases, you know"	these	VP	NP	NP-IOBJ	cases				3	0.024193548	13.25133928	1	124	0.000103387	sw2488_s316_511	the	cases
42735:37	"and, uh, the police said --n404e87, mumblex all the people said --n404ea6, that's fine"	mumblex	"and, uh, the police said --n404e87, mumblex all the people said --n404ea6, that's fine"	the	S	NP-SBJ		people				36	0.015880018	9.047921636	1	2267	0.001890146	sw2490_s154_510	the	people
42859:25	does he got them locked --n4074b5 up all the time too.	up	locked --n4074b5 up all the time too	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2490_s225_508	the	time
42930:18	"and it's away and all that,"	and	's away and all that	that	VP	NP-ETC		that				106	0.004737218	5.74425372	1	22376	0.018656337	sw2490_s270_505	the	that
43160:33	"and he does the, you know, edging and all that kind of thing,"	and	"the, you know, edging and all that kind of thing"	that	NP	NP	NP-OTHER	kind	hyper	thing		36	0.016720855	9.122391419	1	2153	0.001795097	sw2492_s61_503	the	thing
43268:33	"i have a feeling i'll be out there all the time --n404f60 taking care of that,"	there	be out there all the time --n404f60 taking care of that	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2492_s148_511	the	time
43316:23	it sounds like we've covered all the bases	covered	covered all the bases	the	VP	NP	NP-OBJ	bases				2	0.222222222	17.19385378	1	9	7.5e-06	sw2492_s184_508	the	bases
43570:6	and all the other animals.	and	and all the other animals.	the	FRAG	NP	NP-OTHER	animals				3	0.1	15.33587279	1	30	2.5e-05	sw2499_s146_501	the	animals
43800:90	"well, when i was in england years ago --n4081b8. and i went to, to like shakespeare's and, you know, stratford-on-avon and all that"	and	"shakespeare's and, you know, stratford-on-avon and all that"	that	NP	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw2499_s292_520	the	that
43824:67	"i need, --n408770 to go over there and stay about twenty years so i can just travel. go around all the places."	around	around all the places	the	PP-LOC	NP	NP-OTHER	places				15	0.071090047	12.47960826	1	211	0.000175925	sw2499_s305_522	the	places
43917:38	"they, they, they have all these neat phrases --n409fbd. you know, you know, you know. like critically acclaimed."	have	"have all these neat phrases --n409fbd. you know, you know, you know. like critically acclaimed"	these	VP	NP	NP-OBJ	phrases				1	1	20.19385498	1	1	8.34e-07	sw2499_s359_513	the	phrases
44046:72	"oh, there one guy --n401c76 brags about his piece of equipment he's using --n401ca5 and the drop cloths and all that kind crap"	and	his piece of equipment he's using --n401ca5 and the drop cloths and all that kind crap	that	NP	NP	NP-OTHER	crap				3	0.428571429	17.60889128	1	7	5.84e-06	sw2501_s59_512	the	crap
44119:61	"so we still have some of that trim work to do --n4037bc because we put it off all this time,"	off	put it off all this time	this	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2501_s107_522	the	time
44323:7	"so all the persecution that they're sort of use to --n404adf it, it's been, sort of like, you know."	so	"so all the persecution that they're sort of use to --n404adf it, it's been, sort of like, you know."	the	S	NP-TPC	NP-OTHER	persecution				1	1	20.19385498	1	1	8.34e-07	sw2502_s111_501	the	persecution
44717:87	"and so it jumped up on my bed and anointed my blanket, for me. --n40534a looking, looking at me eye to eye, all the time while it was doing it."	eye	"looking at me eye to eye, all the time while it was doing it"	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2503_s137_526	the	time
44733:22	"she, you know, lost all her activity"	lost	lost all her activity	her	VP	NP	NP-OBJ	activity				1	0.055555556	16.10639094	1	18	1.5e-05	sw2503_s148_507	the	activity
44786:25	"they had --n40794e to pay for all the medical, uh, bills that the cat ran --n40798d up plus the burial expenses."	for	"for all the medical, uh, bills that the cat ran --n40798d up plus the burial expenses"	the	PP	NP	NP-OTHER	bills				10	0.2	14.57914394	1	50	4.17e-05	sw2503_s191_508	the	bills
45133:59	"so i didn't vote because anybody that --n407586 went in there and they asked a question, all the other kids laughed at them."	question	"anybody that --n407586 went in there and they asked a question, all the other kids laughed at them"	the	S	NP-SBJ		kids				16	0.020356234	10.57730494	1	786	0.00065534	sw2504_s169_520	the	kids
45162:38	"and it really scared me, really bad. because i thought all these people are going --n407ed7 to laugh at me because i don't know how to work this machine --n407f1a."	thought	thought all these people are going --n407ed7 to laugh at me because i don't know how to work this machine --n407f1a	these	VP	NP-SBJ-N407ED7		people				36	0.015880018	9.047921636	1	2267	0.001890146	sw2504_s186_511	the	people
45336:87	"uh, i think, i think a lot of that, that, that we hear --n40244a all the time is how you bring them up --n402475."		hear --n40244a all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2510_s80_532	the	time
45526:54	"if the cats will, will jump up on things and knock things over all the time,"	over	jump up on things and knock things over all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2510_s207_517	the	time
45671:44	i've come home many a days from work --n408b37 to find trash all over the kitchen floor.	trash	trash all over the kitchen floor	over	NP		NP-OBJ	floor				1	0.022727273	14.76758903	1	44	3.67e-05		no	floor
45775:22	i like --n400c60 to watch almost all the football	almost	almost all the football	the	NP	NP	NP-OBJ	football				1	0.010989011	13.70200069	1	91	7.59e-05	sw2521_s37_507	the	football
45917:57	"it was, uh, defense --n403e54 w-, w-, won all the games."		won all the games	the	VP	NP	NP-OTHER	games				5	0.086206897	14.36096377	1	58	4.84e-05	sw2521_s130_520	the	games
46010:13	"the quarterback, all of them, every one that they played --n4054a8,"	quarterback	"the quarterback, all of them, every one that they played --n4054a8"	of	NP-SBJ	NP-SBJ	NP-OTHER	them				22	0.008261359	8.815558926	1	2663	0.002220318	sw2521_s183_501	yes	them
46013:7	but all of them were bad.	but	but all of them were bad.	of	S	NP-SBJ	NP-OTHER	them				22	0.008261359	8.815558926	1	2663	0.002220318	sw2521_s186_501	yes	them
46024:13	"but, uh, all the other places, i mean, our defense was unbelievable."	uh	"but, uh, all the other places, i mean, our defense was unbelievable."	the	S	NP-LOC		places				15	0.071090047	12.47960826	1	211	0.000175925	sw2521_s193_502	the	places
46306:108	"and, and i don't know if it's, uh, the family, you know, thing where they're not bonding anymore --n401f56, where mothers are working all the time and, the kids aren't getting the attention that they need --n401fad --n401fb4, or the television."	working	working all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2525_s57_535	the	time
46484:138	"but i was thinking boy, in dallas, if somebody asked me if there were places you wouldn't go --n4062a2 by yourself at night, i'd have --n4062c9 to set them down for about five or ten minutes --n4062f8 to list all the places out."	list	list all the places out	the	VP	NP	NP-OBJ	places				15	0.071090047	12.47960826	1	211	0.000175925	sw2525_s169_546	the	places
46564:65	"i, i, i really think we're going to far overboard with all of this."	with	with all of this	of	PP	NP	NP-OTHER	this				25	0.009412651	8.819357636	1	2656	0.002214481	sw2525_s218_523	yes	this
46591:151	"an, it, an i feel bad for the policeman, because he's out there every day facing these people. this, this craziness, you know, people with, uh, automatic weapons and, uh, all this other stuff and trying --n4088d5 to do a job"	uh	"automatic weapons and, uh, all this other stuff"	this	NP	NP	NP-OTHER	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw2525_s233_543	the	stuff
46628:41	"because they'll arrest someone and, you know, go through all that paperwork and writing a report and all this, and having all kinds of evidence"	through	"through all that paperwork and writing a report and all this, and having all kinds of evidence"	that	PP	NP	NP-OTHER	paperwork				1	0.2	18.19385378	1	5	4.17e-06	sw2525_s256_513	the	paperwork
46628:63	"because they'll arrest someone and, you know, go through all that paperwork and writing a report and all this, and having all kinds of evidence"	and	"all that paperwork and writing a report and all this, and having all kinds of evidence"	this	NP	NP	NP-OTHER	this				25	0.009412651	8.819357636	1	2656	0.002214481	sw2525_s256_513	the	this
46628:79	"because they'll arrest someone and, you know, go through all that paperwork and writing a report and all this, and having all kinds of evidence"	having	having all kinds of evidence	kinds	VP	NP	NP-OBJ	kinds	hyper	evidence		59	0.453846154	13.18262653	1	130	0.00010839	sw2525_s256_523	no	evidence
46965:45	"but supposedly they have some real wood built in to like the clutch and all this and the steering wheel,"	and	the clutch and all this and the steering wheel	this	NP	NP	NP-OTHER	this				25	0.009412651	8.819357636	1	2656	0.002214481	sw2526_s219_511	the	this
47256:20	"course it, it has all of those qualities"	has	has all of those qualities	of	VP	NP	NP-OBJ	qualities				1	0.333333333	19.19385378	1	3	2.5e-06	sw2527_s87_506	yes	qualities
47313:36	"i was just too lazy --n404461 that trip --n404470 to do all that walking, especially with my gear."	do	"do all that walking, especially with my gear"	that	VP	NP	NP-OBJ	walking				1	0.02173913	14.70200069	1	46	3.84e-05	sw2527_s128_511	the	walking
47559:6	"and all the girls were all dressed up mumblex you know,"	and	"and all the girls were all dressed up mumblex you know,"	the	S	NP-SBJ		girls				2	0.04	14.57914394	1	50	4.17e-05	sw2533_s137_501	the	girls
47571:26	"he does football leagues and baseball leagues and all kinds of stuff,"	and	football leagues and baseball leagues and all kinds of stuff	kinds	NP	NP	NP-OTHER	kinds	hyper	stuff		59	0.453846154	13.18262653	1	130	0.00010839	sw2533_s148_503	no	stuff
47778:28	and so this book it just really mumblex all these things and how to train the child --n408798	mumblex	mumblex all these things and how to train the child --n408798	these	X	NP	NP-OTHER	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw2533_s292_508	the	things
47967:36	"all my friends, they, their parents worked all the time,"	worked	worked all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2539_s75_509	the	time
48125:28	we didn't get --n4055fb to eat out all the time	out	eat out all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2539_s165_509	the	time
48159:18	"it is. because all the peer pressure, it starts in high school"	because	"because all the peer pressure, it starts in high school"	the	SBAR-PRP	NP-TPC		pressure				2	0.052631579	14.98440042	1	38	3.17e-05	sw2539_s185_506	the	pressure
48175:84	and we tried --n406c70 to be a part of it but not overshadowing him or making him feel that we had --n406cbf to be there all the time.	there	be there all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2539_s195_530	the	time
48212:71	"and he was on the lawns from the time he was in the seventh grade and, uh, a small mumblex and all the way through college"	and	"from the time he was in the seventh grade and, uh, a small mumblex and all the way through college"	the	PP-TMP	NP-ADV		way				40	0.036199095	10.08532932	1	1105	0.000921311	sw2539_s218_521	the	way
